,弹幕内容
5462,忽悠
5463,@镇关西
5464,骷髅
5465,格局不一样
5466,问那时候名字的，那时候三个字是贱名
5467,俺也一样
5468,无产阶级联合起来让我们来反抗压迫吧
5469,这演技杠杠的
5470,俺也一样！
5471,正是在下
5472,老传销了，我笑了
5473,为什么弹幕都这样揣测刘备啊，老说什么公司员工的
5474,把你钱都给我
5475,俺也一样，哈哈哈哈
5476,四十万人的大制作，名不虚传
5477,俺也一样
5478,俺也一样
5479,我有个朋友想知道
5480,俺也一样
5481,官场可比战场同等凶险
5482,真是大忽悠，你们两个憨憨
5483,还记得关羽败走麦城被杀小时候哭了
5484,俺也一样
5485,十八路反军
5486,刘老师真厉害
5487,这个风扇好好玩
5488,俺也一样
5489,三弟打了你上司，你还想待着？神经病
5490,毕竟是卢植的学生
5491,人类的本质——复读机
5492,村里孩童在围观，太有生活气息了
5493,大丈夫为何哭哭啼啼
5494,路人：这就不打了？还有戏看不？
5495,暗帝 念帝 剑帝 天地
5496,还是老版的OP好听
5497,意境高远
5498,鞋帝
5499,村子里都是汉室宗亲
5500,来了来了
5501,江东萌虎
5502,张飞的衣服还是提花的
5503,曹老板上线
5504,你说的这个人是不是你自己？
5505,汾酒必喝，喝酒必汾酒
5506,第一集结尾这个背影，真是一看就想起来小时候躲在电视前的记忆来了
5507,哭了28年
5508,合影
5509,给曹老板打call
5510,俺也一样
5511,张飞：天使投资人
5512,逐渐兴奋
5513,俺也一样
5514,孙坚孙策都是战狂属性啊
5515,anyeyiyang
5516,马云从这学的的吧
5517,俺也一样
5518,开始背家谱
5519,老子鲁莽斩杀了
5520,皇叔！！！
5521,孙坚比你们厉害多了呀
5522,别人摸得 我摸不得？
5523,刘备：我不行
5524,三国演义黑色最惨的就是我们东吴
5525,真体字好评。学残体字以后，更感觉真体字、古体字才是华夏文明的净化
5526,正是在下
5527,A轮融资
5528,大哥，你说句话呀
5529,牛逼
5530,前方张飞磨豆机
5531,这时候张飞好像才初中生的年纪
5532,这小扇子，是按照出土文物设置的
5533,东汉实在太惨
5534,俺也一样
5535,张飞磨豆机
5536,弹幕都是人才
5537,人肉磨豆机
5538,3D
5539,老刘家没有这性格，就输
5540,人呢
5541,张飞可不是文盲...
5542,大实话
5543,后浪
5544,诸葛村夫我来了
5545,你穿这身衣服你也有气场
5546,等了好久了
5547,泪目
5548,重现弹幕辉煌
5549,俺也一样
5550,关羽不是卖牛杂的吗(滑稽)
5551,寝则同床
5552,怎么排的岁数？
5553,你想多了
5554,张飞那是相当有钱的
5555,编草鞋的手劲大，正常
5556,啊，大贤良师
5557,就是我啊
5558,张三爷好有力气
5559,角角来了
5560,有点娇羞
5561,团灭还行
5562,刘备偷看剧本了
5563,打野刘备在看热闹，张飞辅助单抓关羽
5564,毛抬厂结义
5565,脸都憋红了
5566,哈哈哈哈
5567,帝 灵 灰 光
5568,角角
5569,最强融资路演
5570,有个三人拜关羽的 笑死
5571,你们确定不先问下年龄？
5572,刘备可不是绣花枕头
5573,新手村
5574,新手村npc
5575,就算是现代人（比如在下），也能预测天气，何况古人乎
5576,河东今山西
5577,有文化真有用 俺也一样
5578,这是董卓。。
5579,传奇铁匠上线！！！
5580,汉朝人起名字，以单字为贵，所以三国大多数出场人物都是单字名
5581,我想起了全站三国
5582,张飞：卧槽我出钱还得喊你哥 
5583,菜比 哼
5584,原文好评
5585,俺也一样
5586,拜的是皇天五谷
5587,先去69集了
5588,刘备有眼光啊
5589,俺也一样
5590,刘备是卢植的弟子，公孙瓒的同学，怎么可能水平差？
5591,军人，要有骨气
5592,第二集：关羽卖绿豆芽
5593,摔跤
5594,开启技能
5595,树冠如华盖，相者曰：此间必出贵人。
5596,刘备的父亲去世的早
5597,吊炸天，居然有了
5598,刘备的叔叔资助刘备游学的
5599,俺也一样
5600,老大杀手:刘备
5601,俺也一样
5602,这真的就是眼界和格局的问题了，普通人看不出来的
5603,啊这
5604,张飞真是有钱啊
5605,不交税
5606,糜竺也很有眼光
5607,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
5608,一开始就得到了资金和武将，刘备开局也不错啊
5609,主要是张飞有钱 钱到位了 神兵还不好搞
5610,B站牛逼
5611,中国古装名著电视剧里能挑大梁的经典
5612,俺也一样
5613,哈哈哈哈哈哈
5614,合影
5615,哈哈哈
5616,都是真骑马，这苦现在没什么演员肯吃
5617,哈哈哈哈
5618,小时候以为是曹操扮演者唱的
5619,用生命达成信念，坚守誓言，敬佩
5620,终于回来了
5621,明示投币
5622,浪花叠雪
5623,五谷社稷
5624,浑身是血能做几盆毛血旺
5625,来了来了
5626,心怀天下
5627,俺也一样
5628,拜苍天黄土，江山社稷
5629,环眼贼哈哈哈哈
5630,听懵了哈哈哈张飞
5631,？？？？？
5632,？？？
5633,来了来了，
5634,丈八蛇矛，神兵，攻击力+10
5635,使烬 使烬 使烬
5636,后来三人确实，，，，
5637,青龙偃月刀（冷艳锯），神兵，攻击力+10
5638,泪目
5639,哈哈哈哈哈人类的本质
5640,雌雄双剑，神兵，攻击力+9（近战短兵器攻击力低于长兵器）
5641,为什么我看着想笑
5642,这马摔倒了是真摔啊
5643,梦开始的地方
5644,董卓老贼
5645,哈哈哈
5646,2333
5647,俺也一样
5648,董卓战败逃跑，被刘关张所救
5649,这哥们穿的皮鞋
5650,关羽好帅
5651,阿森纳
5652,董卓这个蠢货，上位者当有度量（识人之能，用人之量）
5653,督邮演员开播前去世了
5654,张角病死了
5655,老板
5656,曹老板！
5657,俺也一样
5658,张飞若是宰了他，只怕没有后来的事了
5659,别争了，这是的28岁程序员
5660,融资洽谈中
5661,三连，这是你的奖励
5662,俺也一样
5663,俺也一样
5664,二哥三哥
5665,你哼啥
5666,俺也一样 
5667,东汉末年分三国
5668,何肥猪
5669,还在嘴硬
5670,你懂卵卵的笑死我了哈哈哈哈
5671,大中华真天幸也！
5672,和珅查纪晓岚，查不出来，哈哈
5673,满级了
5674,俺也一样
5675,太帅了！
5676,真的吗？我不信
5677,我也玩过，幻三，剧情有反转
5678,张飞的衣服挺贵吧
5679,豆子和草鞋都不要了
5680,没仇没怨的瞎编，嘿嘿
5681,名场面
5682,特朗普的作风
5683,关羽这个演员1.88
5684,刘备，纯爷们，关羽张飞一样是纯爷们
5685,这席子是刘备自己织的吗(滑稽)
5686,何进你的一队满编高达呢
5687,鸡皮旮瘩起来了
5688,这力气 刺董若是刘备去 何惧吕布hhhhhhh
5689,俺也一样
5690,俺也一样
5691,我郭某人今天就跪死在这儿
5692,哇，骆冰王要告刘皇叔侵权
5693,给我益州牧
5694,得民心者的天下
5695,得民心者得天下
5696,俺也一样
5697,ohhhhhhhhhhhhh
5698,太好听了
5699,水浒的李逵和三国的张飞，傻傻分不清楚
5700,俺也一样
5701,小破站NB
5702,俺也一样俺也一样
5703,小破站牛批
5704,天数有变，神器更易
5705,俺也一样
5706,二爷天生神力
5707,梦开始的地方
5708,卧槽
5709,这张飞是一路笑着来的，应该真的只是要和关羽切磋
5710,句话
5711,天下大吉！！！！
5712,俺也一样
5713,无中生有哈哈哈哈
5714,哇
5715,感动
5716,飞科纽斯
5717,是不是要抄家伙了？
5718,俺也一样
5719,小破站牛逼
5720,BGM略微西游啊
5721,大哥你若菊花啊
5722,德德得得得得得得得得得
5723,泪目
5724,来了来了
5725,俺也一样！
5726,俺也一样
5727,俺也一样
5728,来了来了，俺也一样
5729,雷公助我
5730,雷公助我
5731,"不好意思,妹油"
5732,好大的蛮力！
5733,桃香
5734,雷公助我
5735,俺也一样
5736,新手村队伍组成
5737,终于有三国了
5738,俺也一样
5739,土豪张飞
5740,爱纱
5741,飞飞太可爱辣
5742,猪肉进
5743,留名
5744,233
5745,毛抬厂
5746,桃园三坑，卧龙凤雏齐聚也带不动
5747,摆地摊的老祖
5748,吃了没文化的亏哈哈哈
5749,俺也一样
5750,op回收
5751,你又开始了
5752,你去保射手
5753,傲上而不欺下
5754,俺也一样 哈哈哈哈
5755,哈哈哈哈哈哈要被弹幕笑死
5756,好不容易来个好官，千万别走
5757,二爷老子爱你！
5758,古代装逼打脸？
5759,俺也一样！
5760,俺也一样
5761,天胡开局啊
5762,武财神
5763,俺也一样
5764,说得好
5765,你们不要再打了！！！！
5766,俺也一样
5767,单防
5768,俺也一样
5769,问题来了，他们仨拜的谁
5770,应该是暗示城外杀他
5771,组合拳哈哈哈
5772,懂个卵太草
5773,黄巾凉了
5774,开局一张草席，装备全靠捡
5775,突然对视
5776,刘老板大局观nb
5777,小树林见
5778,哈哈哈哈哈哈哈哈哈哈哈哈
5779,这老哥识字啊。是个人才
5780,俺也一样
5781,关二爷在上
5782,换了阿瞒就直接拉拢过去了
5783,二爷战术闭眼
5784,宁学桃园三结义 不学瓦岗一炉灰
5785,回忆
5786,这个小孩现在已经比很多人年长了
5787,马也是老演员了
5788,大贤良师
5789,后        浪
5790,地摊经济
5791,细节 生僻字不会认
5792,不能打，只能杀了
5793,跨服聊天
5794,俺也一样
5795,看来这张飞也是个浪催的啊
5796,俺也一样
5797,中国合伙人
5798,刘备：是的呢
5799,有两个大汉新兵愿意跟随你
5800,还投币 弹幕笑死了
5801,给两个傻弟弟唬的一愣一愣的
5802,技能前摇
5803,卖官鬻爵
5804,没有一个好出身，一切都是白搭，士族和寒门
5805,滚 这是增肌粉
5806,豆粉和草席不要了？
5807,三国武力第一刘玄德
5808,弹幕瞎扯
5809,单抽双暴击啊
5810,开局两张SSR 装备全靠捡
5811,武力巅峰
5812,世间武圣唯有云长
5813,黄天，也死了  有梦三玩家么
5814,俺们都一样
5815,想到后面五丈原了
5816,玄德来了
5817,神仙开局的难道不是曹老板吗
5818,哇哇哇哇
5819,果断白给？？？
5820,摆地摊
5821,哈哈哈哈哈
5822,张飞出钱，关羽出力，我出去玩
5823,张飞有钱人
5824,激动
5825,黄天，也死了
5826,俺也一样
5827,云长真高
5828,库吉特枪骑兵笑死我了
5829,只有字幕和台标是高清的.....
5830,来了来了 残体字的nc他来了
5831,这肉看着就好吵吃
5832,这就是没有出身，一切白搭，都不带你玩。刘备弄个刘皇叔
5833,俺也一样
5834,指鹿为马
5835,大哥：你不该抢c位
5836,俺也一样
5837,大郎老三国买斤肉
5838,督邮走好
5839,俺也一样
5840,投币吧
5841,此生非你莫属
5842,我有西凉董卓，可除外戚【狗头】
5843,发动批斗
5844,河北玉麒麟
5845,刘备的卡其色裤子求链接
5846,张飞牌豆浆机
5847,不去，老子不去
5848,排面
5849,三兄弟真的很互补
5850,毛阿敏真的是一代女神 歌唱的特别好
5851,原著公孙瓒举荐的 本来屁都没有
5852,不打不相识
5853,张飞，原字益德
5854,三国武术指导不如水浒
5855,有内味
5856,好猥琐
5857,皇叔萌萌哒
5858,推恩令推出来的
5859,关羽，本字长生
5860,重温经典   必点系列
5861,太经典了
5862,牌面啊
5863,当兵吧
5864,完了刘备一走这里的百姓倒霉了
5865,打钱哈哈哈哈哈哈哈
5866,重温经典
5867,哈哈
5868,《有一人》
5869,我有一个朋友
5870,我要放大招了
5871,哈哈666
5872,我，刘备，打钱
5873,开始 教学
5874,皇叔:你听说过安利吗？
5875,有见识  有远见   皇叔
5876,张飞大股东
5877,没本钱的  皇叔啊    牛逼
5878,俺也一样
5879,欧尼酱！戴斯给！
5880,心中滴血啊   哈哈 666
5881,心中滴血   哈哈
5882,梦开始的地方
5883,牛    这口才
5884,孙十万
5885,百姓真惨啊
5886,最初的梦想
5887,火钳刘明
5888,经典
5889,张飞历史上挺帅的，而且有勇有谋不是憨憨
5890,俺也一样
5891,赵四黄五马六
5892,俺也一样
5893,俺也一样
5894,没钱
5895,俺也一样
5896,俺也一样
5897,臂力过人的黄书
5898,双手剑，人聪明
5899,大弟
5900,你说的这个一人是不是你自己
5901,公孙瓒此时占据青州，让刘备当平原相。是为了防止青州被袁绍攻破
5902,马好演技
5903,俺也一样
5904,这点看着刘备面孔像姜维
5905,原来真是财神啊
5906,哎
5907,无中生友
5908,俺也一样
5909,哎
5910,俺也一样
5911,俺也一样
5912,王司徒，你准备好了吗
5913,这种人就可恶，贪小便宜的小人
5914,俺也一样
5915,看上了！
5916,带资进组
5917,高冷
5918,合影
5919,无理取闹了三弟
5920,豹头环眼
5921,套牢
5922,他俩战斗力应该差距不大
5923,就是豆粉
5924,好挪
5925,俺也一样
5926,俺也一样
5927,我天，皇叔这力气有点夸张哦，与吕布差不多了感觉
5928,不要白嫖
5929,nb
5930,结果三人喝了带鸡瘟的血酒，在当天……
5931,坐
5932,俺也一样
5933,俺也一样
5934,坐坐坐
5935,俺也来了
5936,俺也一样
5937,俺也一样！
5938,另两尺不要了？
5939,我觉得前10集拍的很好
5940,战术喝酒可太厉害了
5941,不要打，你们不要再打了啦
5942,人的本性：复读机
5943,满地的素材
5944,狂          战          士          信          条
5945,小鲜肉赶紧学学他们的台词功底
5946,备备：我要当白嫖玩家
5947,弹幕真的忍不住
5948,币全给我投了
5949,成功忽悠
5950,俺也一样
5951,豪强↓
5952,俺也一样
5953,哈了少
5954,老电视剧的声音效果真的很好
5955,哈哈
5956,屏蔽俺也一样
5957,哈哈哈哈哈哈
5958,中山郡王100多个后代，你是哪一个？
5959,@Dougay斗鸡：还在嘴硬
5960,有一人↓
5961,这就是秘密吗？百姓全知道
5962,很感人
5963,原文出场
5964,俺也一样
5965,绿帽卖绿豆？
5966,上好的豆芽哈哈哈哈哈哈哈哈哈
5967,来看
5968,二爷太帅了
5969,句句都是名言
5970,刘备任务：第一次人前哭泣达成
5971,俺也一样
5972,3D
5973,督邮的丑恶嘴脸
5974,来了来了
5975,这督邮已经是无耻到明示了
5976,换曹操估计就是白身太好了正好拉拢
5977,好激动啊。
5978,渣权
5979,留念
5980,太可爱了三弟
5981,这画面真有意境
5982,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
5983,俺不一样
5984,俺不一样
5985,俺也一样
5986,刘备眼界比他俩大很多
5987,前方高能
5988,牛逼
5989,关羽张飞：卧槽
5990,俺也一样
5991,惟贤惟德能服于人
5992,俺也一样.
5993,张飞有钱
5994,这段皇叔一开口我就笑了
5995,成绿豆汤了
5996,害怕
5997,全场最佳，俺也一样
5998,刘备武功不差好吧
5999,三爷不仅有钱。人品也好
